583.804096975, 189.843384882
569.139107067, 204.537486638
561.754874307, 213.310415965
552.622617754, 223.901198385
543.174161089, 235.70784142
535.281191384, 246.889385032
531.331255574, 256.649966768
526.600401076, 268.192534484
523.538813127, 277.9405708
521.56833726, 289.48094289
521.970706017, 297.639946331
521.27933555, 311.267638471
520.92996337, 323.456353702
521.60371621, 334.006462074
524.220065259, 345.484233389
526.854673928, 358.082512258
528.435492144, 365.979491607
532.29805472, 379.694508198
536.550785362, 389.793067335
541.063011446, 401.463607712
546.851564682, 410.644392773
549.415830595, 412.198437857
548.406248117, 406.084287857
549.386906613, 404.192572874
551.773452372, 406.362533088
556.432960425, 409.081263312
561.349486279, 406.394189805
577.449043272, 412.627673007
590.214970373, 412.010970069
590.247278966, 419.723591476
602.566500702, 417.42219797
607.471574018, 404.090217358
654.325152684, 406.200773638
665.229061629, 398.206250663
668.983799617, 394.583088454
652.422584842, 402.62697313
641.836019125, 390.914088504
663.204460961, 417.706416765
686.876610976, 430.742103112
675.685601617, 411.780122218
663.900959676, 404.944799509
681.251510524, 421.083134743
678.007594647, 418.56131481
662.237319341, 410.133857004
676.485248404, 418.987912305
669.287699516, 414.524785013
651.43014989, 411.58301439
672.760982863, 402.864571814
679.15153077, 390.752232442
672.649641682, 390.242777548
666.488672095, 378.69182708
654.592157782, 349.692215492
652.426650566, 341.981733302
646.820586244, 329.813409947
643.119931956, 322.577269562
636.801778019, 311.592220722
633.385456476, 305.327157784
627.087757587, 295.646996085
626.618523117, 282.120248195
613.791031687, 276.906797873
